# p14_a1_post, p14_a10_post, p14_a1_prior, p14_a10_post
5.873179063200950623e-02,3.684214130043983459e-02,7.105290134035158189e-09,2.438110113143920898e-01
6.533274799585342407e-02,4.003337025642395020e-02,8.362029291220096638e-09,4.458388686180114746e-02
6.940846145153045654e-02,4.134609550237655640e-02,3.131498971242763218e-08,1.250519510358572006e-02
6.198976188898086548e-02,4.105670005083084106e-02,5.452677420691998122e-09,8.257390931248664856e-03
6.048044562339782715e-02,3.858756273984909058e-02,2.314599889530200016e-08,1.540049538016319275e-02
6.571324169635772705e-02,3.873390704393386841e-02,1.014633781437623838e-07,2.767183631658554077e-02
6.038697808980941772e-02,3.873390704393386841e-02,1.296356913371710107e-06,1.901650056242942810e-02
6.212593242526054382e-02,4.664787650108337402e-02,2.968904709632624872e-06,5.496422294527292252e-03
6.279194355010986328e-02,4.487001150846481323e-02,1.097469706223819230e-07,2.865801751613616943e-02
6.279194355010986328e-02,4.085379093885421753e-02,8.828614568301418331e-07,1.616427004337310791e-01
6.279194355010986328e-02,4.359566420316696167e-02,4.796993835043394938e-06,1.004238054156303406e-01
5.486067011952400208e-02,4.122640192508697510e-02,8.151464214734005509e-08,4.880352690815925598e-02
5.492419004440307617e-02,4.198213666677474976e-02,5.037474792857210559e-08,1.280510984361171722e-02
5.535455793142318726e-02,3.801910579204559326e-02,3.958348315791226923e-08,3.520077839493751526e-02
5.691549926996231079e-02,3.736151754856109619e-02,1.584805744414552464e-07,4.623273760080337524e-02
5.267382040619850159e-02,3.814339637756347656e-02,6.495713478216202930e-07,8.028262294828891754e-03
5.356613919138908386e-02,4.159878566861152649e-02,7.135209216357907280e-06,1.776727149263024330e-03
5.330319702625274658e-02,4.305854812264442444e-02,2.818683924488141201e-06,3.485672641545534134e-03
6.434084475040435791e-02,3.755093365907669067e-02,6.839389243395999074e-06,1.792467571794986725e-02
6.488160043954849243e-02,3.198763355612754822e-02,1.895196146506350487e-05,3.084675595164299011e-02
6.861691921949386597e-02,3.340929374098777771e-02,1.079110234059044160e-06,1.273619849234819412e-02
6.861691921949386597e-02,3.116657584905624390e-02,6.887763447593897581e-06,5.394171923398971558e-03
6.861691921949386597e-02,3.248266875743865967e-02,1.549701096337230410e-06,8.551013655960559845e-03
6.033291295170783997e-02,3.126811236143112183e-02,1.831704423693736317e-07,1.037577725946903229e-02
5.604085326194763184e-02,3.497140109539031982e-02,4.071403125749384344e-08,1.511799171566963196e-02
5.534368008375167847e-02,3.497140109539031982e-02,6.749790770754771074e-08,1.835805550217628479e-02
5.489778891205787659e-02,3.935401141643524170e-02,1.986308291179739172e-07,3.078744746744632721e-02
5.923904106020927429e-02,3.739301115274429321e-02,3.093276177423831541e-07,2.910141833126544952e-03
5.686002969741821289e-02,4.709672182798385620e-02,6.490422492788638920e-07,8.391701616346836090e-03
5.907279253005981445e-02,4.281438887119293213e-02,7.360924314525618684e-08,3.318482637405395508e-02
5.222195386886596680e-02,4.420487582683563232e-02,1.369064932532637613e-07,5.937300156801939011e-03
5.155943334102630615e-02,4.155188053846359253e-02,3.808588555642700157e-09,9.092499502003192902e-03
3.955985605716705322e-02,4.205690696835517883e-02,3.166613993244027370e-08,8.102733641862869263e-03
3.897909075021743774e-02,4.366271942853927612e-02,4.023775659334205557e-07,6.294238381087779999e-03
4.276217147707939148e-02,5.476045235991477966e-02,1.357350265607237816e-05,1.948231831192970276e-03
4.869576543569564819e-02,5.792710930109024048e-02,5.145478098711464554e-06,5.155340302735567093e-03
4.681469500064849854e-02,5.610085278749465942e-02,2.219619454990606755e-05,3.025803342461585999e-02
4.824148118495941162e-02,5.410080403089523315e-02,8.293192763630941045e-07,6.786458659917116165e-03
5.144014582037925720e-02,5.215268582105636597e-02,4.055191766383359209e-06,9.607262909412384033e-03
5.323653295636177063e-02,4.716093465685844421e-02,2.914810238507925533e-06,1.067983335815370083e-03
5.215547978878021240e-02,4.939993843436241150e-02,3.257946445955894887e-06,1.249906956218183041e-03
6.531193852424621582e-02,4.492438957095146179e-02,1.580106498977329466e-07,1.288412720896303654e-03
6.715109944343566895e-02,4.530537873506546021e-02,6.821492206654511392e-07,4.678147961385548115e-04
6.660366803407669067e-02,4.332628473639488220e-02,5.048349862590839621e-07,2.872985089197754860e-03
6.180534139275550842e-02,4.489085078239440918e-02,1.239017706211598124e-06,8.092008647508919239e-04
6.005584821105003357e-02,5.206648632884025574e-02,4.975823230779496953e-06,4.878554609604179859e-04
5.348382145166397095e-02,4.452291503548622131e-02,2.276080522278789431e-05,1.748686772771179676e-03
5.286037176847457886e-02,4.142973572015762329e-02,2.641587525431532413e-05,8.010090328752994537e-03
5.226856470108032227e-02,4.330631718039512634e-02,3.842401201836764812e-05,1.547081745229661465e-03
4.893728345632553101e-02,4.550991207361221313e-02,5.031486580264754593e-06,8.894991478882730007e-04
4.893728345632553101e-02,4.585892707109451294e-02,1.035590958053944632e-05,1.735492842271924019e-03
4.791485518217086792e-02,4.328262805938720703e-02,6.534291969728656113e-07,1.542564481496810913e-03
4.791485518217086792e-02,4.074541851878166199e-02,1.830119231271964964e-06,3.181078238412737846e-03
5.693152174353599548e-02,3.916679322719573975e-02,5.287858584779314697e-06,1.515675568953156471e-03
5.227056890726089478e-02,3.737607598304748535e-02,8.969587361207231879e-05,4.902234766632318497e-03
5.247617512941360474e-02,3.581574559211730957e-02,8.935580808611121029e-06,1.985662616789340973e-03
5.387654528021812439e-02,3.818095847964286804e-02,1.272673762287013233e-05,5.399376968853175640e-04
5.458727851510047913e-02,3.835677355527877808e-02,1.191016781376674771e-05,1.623174874112010002e-03
5.688254535198211670e-02,3.867881745100021362e-02,5.603070530924014747e-05,4.509760765358805656e-04
6.182081252336502075e-02,4.454994201660156250e-02,1.404536742484197021e-04,1.103300892282277346e-04
6.399054825305938721e-02,3.942551091313362122e-02,4.704391176346689463e-04,7.951226143632084131e-05
6.038427352905273438e-02,3.725383058190345764e-02,5.114222876727581024e-04,1.611319836229085922e-03
6.848762929439544678e-02,4.537005722522735596e-02,1.111642341129481792e-03,6.344269495457410812e-04
6.911191344261169434e-02,4.229082912206649780e-02,3.460134394117631018e-05,1.092570484615862370e-03
7.203350961208343506e-02,4.011932760477066040e-02,2.496638444426935166e-06,7.521993247792124748e-04
7.704970985651016235e-02,4.079455882310867310e-02,1.063927356881322339e-05,5.809339927509427071e-04
8.003111928701400757e-02,4.222162812948226929e-02,6.174977443151874468e-06,8.764058351516723633e-03
7.989141345024108887e-02,4.522257298231124878e-02,1.018770853988826275e-05,3.599427174776792526e-03
7.212249934673309326e-02,4.382419213652610779e-02,9.666380719863809645e-06,4.909793846309185028e-03
6.507235765457153320e-02,4.861804470419883728e-02,9.854501570316642756e-08,3.578086383640766144e-03
6.853611022233963013e-02,4.503141716122627258e-02,4.139595830565667711e-07,3.661826951429247856e-03
7.006588578224182129e-02,4.675066471099853516e-02,1.133888076765288133e-06,1.078364532440900803e-02
6.758783757686614990e-02,4.675066471099853516e-02,2.993153600527875824e-07,1.282342150807380676e-02
6.340500712394714355e-02,4.577939584851264954e-02,6.624323134474252583e-08,2.345365472137928009e-03
5.678344517946243286e-02,3.698826581239700317e-02,3.125765601907914970e-07,5.884013138711452484e-03
5.659302696585655212e-02,3.768808767199516296e-02,2.284228060034365626e-07,5.782797001302242279e-03
5.592130869626998901e-02,3.714457899332046509e-02,4.485485533223254606e-06,1.024824567139148712e-02
6.151184439659118652e-02,3.357494249939918518e-02,1.827062988013494760e-05,6.991408765316009521e-02
6.096655875444412231e-02,3.093764930963516235e-02,1.231417118106037378e-04,7.116592489182949066e-03
5.943821743130683899e-02,3.063447028398513794e-02,1.055792527040466666e-04,2.382057020440697670e-03
5.464569479227066040e-02,3.015615418553352356e-02,4.302018624002812430e-06,3.351231804117560387e-03
4.993027448654174805e-02,3.155450895428657532e-02,6.583969479834195226e-06,3.122623264789581299e-02
4.842020943760871887e-02,3.416689485311508179e-02,1.237874585058307275e-06,5.670700594782829285e-02
5.103703215718269348e-02,3.302179649472236633e-02,7.696739885432180017e-06,5.450610816478729248e-02
5.143978074193000793e-02,3.591818362474441528e-02,8.208719464164460078e-07,1.225187256932258606e-01
5.104423314332962036e-02,3.241454809904098511e-02,9.884214705380145460e-06,7.319160737097263336e-03
5.827891826629638672e-02,3.241454809904098511e-02,3.557989657565485686e-06,1.169876474887132645e-02
5.451020225882530212e-02,2.838446758687496185e-02,1.642750930841430090e-06,2.145785605534911156e-03
6.017463281750679016e-02,3.283106163144111633e-02,7.494097076232719701e-07,2.037255838513374329e-02
6.674370169639587402e-02,3.477370738983154297e-02,7.002277925494126976e-06,1.876207999885082245e-02
6.818964332342147827e-02,3.530440106987953186e-02,2.451119871693663299e-05,3.730987012386322021e-02
5.436629056930541992e-02,3.375425934791564941e-02,2.761993790045380592e-03,5.421892553567886353e-02
5.436629056930541992e-02,3.558485209941864014e-02,7.300380966626107693e-04,3.943582624197006226e-02
5.216980352997779846e-02,3.220058977603912354e-02,1.289429201278835535e-04,1.220149248838424683e-01
5.417180061340332031e-02,3.484016656875610352e-02,2.161461452487856150e-04,1.669286340475082397e-01
6.018527597188949585e-02,3.653618320822715759e-02,5.618100840365514159e-05,6.529775261878967285e-02
5.827402323484420776e-02,3.499577939510345459e-02,1.959261226147646084e-06,5.383468419313430786e-02
5.569054931402206421e-02,3.593502193689346313e-02,4.355668352218344808e-06,1.274830400943756104e-01
5.878662690520286560e-02,3.549843281507492065e-02,5.247869921731762588e-06,2.861229516565799713e-02
5.305682867765426636e-02,3.543013334274291992e-02,1.188593087135814130e-04,2.234854176640510559e-02
5.295528098940849304e-02,3.912407904863357544e-02,7.944505196064710617e-04,2.789968065917491913e-02
5.595347285270690918e-02,4.001401737332344055e-02,4.245794116286560893e-05,2.465306967496871948e-02
5.328662693500518799e-02,3.918462991714477539e-02,3.905604171450249851e-05,1.428948193788528442e-01
4.723303392529487610e-02,4.144462943077087402e-02,3.686479976749978960e-05,4.380384087562561035e-02
4.150167852640151978e-02,3.760114312171936035e-02,9.871942893369123340e-06,4.487837105989456177e-02
4.187642037868499756e-02,3.669326379895210266e-02,2.505877819203305990e-05,4.500301927328109741e-02
4.378569871187210083e-02,3.874342143535614014e-02,2.599630897748284042e-05,3.820786625146865845e-02
4.334644228219985962e-02,4.248730093240737915e-02,7.147579708544071764e-06,7.796264253556728363e-03
4.382306709885597229e-02,4.952653497457504272e-02,1.743605821502569597e-06,3.005188703536987305e-02
4.934483394026756287e-02,5.192133039236068726e-02,4.206182438792893663e-06,8.561254292726516724e-02
4.371845722198486328e-02,5.881807208061218262e-02,1.446698024665238336e-05,1.594712026417255402e-02
4.233620315790176392e-02,5.351410806179046631e-02,7.367631042143329978e-05,7.956866174936294556e-03
4.070612788200378418e-02,5.069814622402191162e-02,3.682827227748930454e-04,5.675224121659994125e-03
3.964444249868392944e-02,5.106698721647262573e-02,1.120845990953966975e-04,1.951592043042182922e-02
4.160939902067184448e-02,4.761586338281631470e-02,7.360642484854906797e-05,7.176469545811414719e-03
3.978050127625465393e-02,4.896043986082077026e-02,5.940573173575103283e-04,1.821321668103337288e-03
4.667626321315765381e-02,5.684654787182807922e-02,8.292548009194433689e-04,2.372811548411846161e-03
4.362780600786209106e-02,5.633450299501419067e-02,3.481059521436691284e-02,9.831026196479797363e-03
4.362780600786209106e-02,4.935305193066596985e-02,6.207887083292007446e-02,3.611464053392410278e-02
4.528321698307991028e-02,5.404067784547805786e-02,1.975872218608856201e-01,7.015448645688593388e-04
4.676634073257446289e-02,5.551157519221305847e-02,5.292896181344985962e-02,2.202525502070784569e-03
4.989323765039443970e-02,6.223259866237640381e-02,5.966754630208015442e-03,3.143713111057877541e-04
5.248942971229553223e-02,5.765023827552795410e-02,4.707437753677368164e-02,3.350744256749749184e-03
4.796094819903373718e-02,6.193497031927108765e-02,2.959637530148029327e-02,2.299389243125915527e-02
4.410798847675323486e-02,5.977151170372962952e-02,1.668282449245452881e-01,3.687480837106704712e-02
4.305163770914077759e-02,5.977151170372962952e-02,3.166304901242256165e-02,9.790110401809215546e-03
3.986018896102905273e-02,6.157968193292617798e-02,1.431210152804851532e-02,2.011131960898637772e-03
4.193829745054244995e-02,6.447097659111022949e-02,2.242343267425894737e-03,2.774901688098907471e-02
4.437961429357528687e-02,5.359601974487304688e-02,8.238521986640989780e-04,1.634644716978073120e-02
4.654637724161148071e-02,5.027723312377929688e-02,3.303359961137175560e-03,8.254883810877799988e-03
4.775666818022727966e-02,5.027723312377929688e-02,2.822627499699592590e-02,1.072721206583082676e-03
4.446268454194068909e-02,4.878460615873336792e-02,1.010382696986198425e-01,4.183373879641294479e-03
4.446268454194068909e-02,4.728562384843826294e-02,4.603441953659057617e-01,1.491445396095514297e-02
4.099087789654731750e-02,4.631572216749191284e-02,1.716727167367935181e-01,1.378787606954574585e-01
4.341998696327209473e-02,4.533511400222778320e-02,4.081910476088523865e-03,1.491074170917272568e-02
4.463207721710205078e-02,4.215909540653228760e-02,4.937593825161457062e-03,3.428783267736434937e-02
4.223090037703514099e-02,3.896020352840423584e-02,1.874024746939539909e-04,5.098771303892135620e-02
5.087926611304283142e-02,3.364566713571548462e-02,1.820291276089847088e-03,2.118829488754272461e-01
5.532570183277130127e-02,3.500275313854217529e-02,7.248779293149709702e-04,1.092106401920318604e-01
5.168865621089935303e-02,3.412508964538574219e-02,1.498841792345046997e-01,5.569042637944221497e-02
4.462846741080284119e-02,3.170278295874595642e-02,1.228130683302879333e-01,7.731173187494277954e-03
4.462846741080284119e-02,3.455104678869247437e-02,8.211835473775863647e-02,1.318142004311084747e-02
4.366988316178321838e-02,3.212011605501174927e-02,4.188792780041694641e-02,4.997004754841327667e-03
4.695748910307884216e-02,3.278211876749992371e-02,1.251159980893135071e-02,8.233514428138732910e-02
4.675195366144180298e-02,3.278211876749992371e-02,1.355324834585189819e-01,1.186629640869796276e-03
4.675195366144180298e-02,3.614396601915359497e-02,9.334841370582580566e-02,1.841666176915168762e-02
4.894645139575004578e-02,3.312698751688003540e-02,7.396720815449953079e-03,8.077958598732948303e-03
5.279608815908432007e-02,3.353724628686904907e-02,9.021403640508651733e-02,4.801264964044094086e-03
4.626890644431114197e-02,3.486396372318267822e-02,2.552988240495324135e-03,4.182731267064809799e-03
4.195794835686683655e-02,3.233607858419418335e-02,1.337765279458835721e-04,1.065241638571023941e-02
4.312249645590782166e-02,3.324127569794654846e-02,8.470130851492285728e-04,7.789328694343566895e-02
4.293876141309738159e-02,3.324127569794654846e-02,6.207720725797116756e-04,2.322626113891601562e-02
4.287119954824447632e-02,3.078689798712730408e-02,5.913023487664759159e-04,9.413271211087703705e-03
4.515050351619720459e-02,2.670696191489696503e-02,4.061935469508171082e-03,3.602625336498022079e-03
4.664793238043785095e-02,2.938118577003479004e-02,5.240321625024080276e-03,4.714334011077880859e-02
4.317603260278701782e-02,3.259595483541488647e-02,6.562297930940985680e-04,1.002967078238725662e-02
4.509634524583816528e-02,3.209284320473670959e-02,2.775605244096368551e-04,2.668318571522831917e-03
4.902262240648269653e-02,3.147771954536437988e-02,8.330107666552066803e-04,8.175274729728698730e-02
4.977814853191375732e-02,3.295231610536575317e-02,1.137890620157122612e-03,1.926404424011707306e-02
5.166053399443626404e-02,3.474285826086997986e-02,3.436907427385449409e-03,4.443706013262271881e-03
5.317732319235801697e-02,3.492994606494903564e-02,1.881174556910991669e-02,5.767532810568809509e-02
5.653809756040573120e-02,3.568495064973831177e-02,1.701981993392109871e-03,4.935905337333679199e-02
5.844729021191596985e-02,3.778783977031707764e-02,6.315386388450860977e-03,1.993868872523307800e-02
5.786276981234550476e-02,3.656817227602005005e-02,4.436302464455366135e-03,1.023109480738639832e-01
5.613726377487182617e-02,3.644808009266853333e-02,1.101421751081943512e-02,1.668013781309127808e-01
6.044572219252586365e-02,3.905746713280677795e-02,1.498767640441656113e-02,1.244020313024520874e-01
6.161871924996376038e-02,4.051167890429496765e-02,1.483498066663742065e-01,4.693209752440452576e-02
6.037063896656036377e-02,4.017147794365882874e-02,6.628814619034528732e-03,2.043510228395462036e-02
6.001057848334312439e-02,4.271551221609115601e-02,8.976837620139122009e-03,3.173052966594696045e-01
5.428039282560348511e-02,4.094694554805755615e-02,2.049996703863143921e-02,6.654236465692520142e-02
5.120896548032760620e-02,4.095736145973205566e-02,9.226252883672714233e-02,2.397647202014923096e-01
5.120896548032760620e-02,4.095736145973205566e-02,8.360911011695861816e-01,7.141936570405960083e-02
4.995882883667945862e-02,4.150550812482833862e-02,1.635730266571044922e-01,8.785074949264526367e-02
5.576914921402931213e-02,3.667620569467544556e-02,1.362878978252410889e-01,2.820206061005592346e-02
5.576914921402931213e-02,3.312656283378601074e-02,7.408250123262405396e-02,1.875246502459049225e-02
6.515397131443023682e-02,3.826579079031944275e-02,6.834601610898971558e-02,2.984291315078735352e-02
7.169805467128753662e-02,3.868955373764038086e-02,8.506553173065185547e-01,6.040069833397865295e-02
6.877437978982925415e-02,4.150481894612312317e-02,5.563004612922668457e-01,8.076240867376327515e-02
7.844085991382598877e-02,4.637324437499046326e-02,8.299915194511413574e-01,3.095483221113681793e-02
7.289543747901916504e-02,4.722621291875839233e-02,8.871266841888427734e-01,1.331352163106203079e-03
7.753363251686096191e-02,5.333788692951202393e-02,4.934171587228775024e-02,2.076656557619571686e-03
7.947856932878494263e-02,5.501548945903778076e-02,8.881047368049621582e-02,7.041193544864654541e-03
7.501679658889770508e-02,5.135735869407653809e-02,8.699108958244323730e-01,2.468027872964739799e-03
7.501679658889770508e-02,4.586106538772583008e-02,3.327865898609161377e-01,5.307937506586313248e-03
7.727574557065963745e-02,5.024536326527595520e-02,9.465319514274597168e-01,7.077895570546388626e-03
6.476114690303802490e-02,4.737807065248489380e-02,9.967108368873596191e-01,6.495651323348283768e-03
6.201877817511558533e-02,4.780331626534461975e-02,7.723153829574584961e-01,2.180009894073009491e-02
6.530529260635375977e-02,5.281793326139450073e-02,9.670119881629943848e-01,2.741818875074386597e-02
6.929653882980346680e-02,5.153027921915054321e-02,9.851880669593811035e-01,7.223762571811676025e-03
6.770962476730346680e-02,4.882749915122985840e-02,1.621127426624298096e-01,4.538743291050195694e-03
7.142956554889678955e-02,4.824368283152580261e-02,4.029974341392517090e-01,2.395184338092803955e-02
6.771250814199447632e-02,5.429646745324134827e-02,5.926756560802459717e-02,3.443735092878341675e-02
6.883786618709564209e-02,6.876052916049957275e-02,6.327430009841918945e-01,3.551198914647102356e-02
6.883786618709564209e-02,6.964438408613204956e-02,2.245877981185913086e-01,5.117933452129364014e-02
7.136983424425125122e-02,6.366193294525146484e-02,8.609238266944885254e-01,2.959244698286056519e-02
7.045930624008178711e-02,6.883492320775985718e-02,4.913524389266967773e-01,9.991776943206787109e-02
6.825177371501922607e-02,5.850398540496826172e-02,7.588092684745788574e-01,1.844679191708564758e-02
6.825177371501922607e-02,6.321088969707489014e-02,9.723991751670837402e-01,1.073402725160121918e-02
6.907904148101806641e-02,5.673147737979888916e-02,3.499622941017150879e-01,8.696851134300231934e-02
7.014466822147369385e-02,5.112256109714508057e-02,3.221852779388427734e-01,1.192223578691482544e-01
7.082377374172210693e-02,4.608967155218124390e-02,6.104511767625808716e-02,1.285953670740127563e-01
6.470388174057006836e-02,4.019627720117568970e-02,4.873309284448623657e-03,1.645658463239669800e-01
6.998166441917419434e-02,4.787889868021011353e-02,9.979629516601562500e-02,3.567752987146377563e-02
6.922131776809692383e-02,5.151915177702903748e-02,1.012542769312858582e-01,2.275823056697845459e-02
7.377228885889053345e-02,4.291746765375137329e-02,2.017376273870468140e-01,4.558388143777847290e-02
7.489696145057678223e-02,4.141023010015487671e-02,1.162825599312782288e-01,4.242543876171112061e-02
6.958635151386260986e-02,3.957780823111534119e-02,2.763262949883937836e-03,1.115550287067890167e-02
7.364422082901000977e-02,3.600412234663963318e-02,1.913324929773807526e-02,7.386348210275173187e-03
7.930668443441390991e-02,3.944804146885871887e-02,1.425479911267757416e-02,4.313696548342704773e-02
7.948979735374450684e-02,4.951870441436767578e-02,6.719779372215270996e-01,2.848087623715400696e-02
7.657559961080551147e-02,5.255749449133872986e-02,3.962911069393157959e-01,2.565762214362621307e-02
6.963868439197540283e-02,5.392452701926231384e-02,4.388046264648437500e-01,2.459745388478040695e-03
6.862702965736389160e-02,5.232104286551475525e-02,5.409506559371948242e-01,4.407202824950218201e-03
6.983788311481475830e-02,4.872220009565353394e-02,1.380516588687896729e-01,2.855816856026649475e-03
7.498940825462341309e-02,5.089114978909492493e-02,4.788325428962707520e-01,1.993125304579734802e-02
6.035108491778373718e-02,5.053792521357536316e-02,2.336865365505218506e-01,5.773379653692245483e-02
7.028882205486297607e-02,4.960963875055313110e-02,1.461697071790695190e-01,2.842161655426025391e-01
6.811561435461044312e-02,5.188416689634323120e-02,4.045799970626831055e-01,3.967605531215667725e-02
6.811561435461044312e-02,5.188416689634323120e-02,2.163023650646209717e-01,1.621085405349731445e-02
6.811561435461044312e-02,5.402104556560516357e-02,6.606006026268005371e-01,8.569331467151641846e-02
6.444492936134338379e-02,5.122815445065498352e-02,2.244495749473571777e-01,7.366767153143882751e-03
6.581262499094009399e-02,5.107875913381576538e-02,1.836073696613311768e-01,8.530256152153015137e-02
6.581262499094009399e-02,5.130453407764434814e-02,7.420888543128967285e-01,2.071164175868034363e-02
6.581262499094009399e-02,4.796276614069938660e-02,5.677191019058227539e-01,1.106351148337125778e-02
6.457499414682388306e-02,4.901617765426635742e-02,8.043867349624633789e-01,1.548133045434951782e-02
6.345644593238830566e-02,4.999420791864395142e-02,8.599353432655334473e-01,4.355677869170904160e-03
5.945492535829544067e-02,4.763221740722656250e-02,4.575352668762207031e-01,9.158208034932613373e-03
5.978177115321159363e-02,4.966644197702407837e-02,6.570249199867248535e-01,1.335774064064025879e-01
5.978177115321159363e-02,4.673655331134796143e-02,1.198814660310745239e-01,5.718275159597396851e-02
5.978177115321159363e-02,4.778986796736717224e-02,6.383925676345825195e-01,1.267786622047424316e-01
5.812305957078933716e-02,4.971660673618316650e-02,5.863363146781921387e-01,2.345164567232131958e-01
6.400799006223678589e-02,5.147141963243484497e-02,3.248488008975982666e-01,6.715925037860870361e-02
6.050617247819900513e-02,5.755427479743957520e-02,2.621891498565673828e-01,1.502923518419265747e-01
5.674051493406295776e-02,6.036331504583358765e-02,1.681838929653167725e-01,4.264939129352569580e-01
6.210073083639144897e-02,6.036331504583358765e-02,4.291583597660064697e-01,1.784109771251678467e-01
6.598490476608276367e-02,5.507937818765640259e-02,8.273988962173461914e-02,1.992187649011611938e-01
6.564143300056457520e-02,5.176309123635292053e-02,4.197904765605926514e-01,1.550257354974746704e-01
5.993125587701797485e-02,5.386489629745483398e-02,2.959449589252471924e-01,5.558706447482109070e-02
6.146975606679916382e-02,5.642480403184890747e-02,9.304115176200866699e-02,4.545380175113677979e-02
5.981269478797912598e-02,5.177921429276466370e-02,4.805207252502441406e-01,7.045222818851470947e-02
6.065093353390693665e-02,5.519091710448265076e-02,7.304681092500686646e-02,9.059075266122817993e-02
5.487965047359466553e-02,4.824610799551010132e-02,2.097804285585880280e-02,1.349363327026367188e-01
5.528977513313293457e-02,5.256815999746322632e-02,8.206725865602493286e-02,3.321637213230133057e-01
5.263042449951171875e-02,5.747147649526596069e-02,1.325573176145553589e-01,1.281317621469497681e-01
4.927270114421844482e-02,5.808447673916816711e-02,1.837449669837951660e-01,6.503548473119735718e-02
4.502051323652267456e-02,5.793875083327293396e-02,4.107980132102966309e-01,1.565521769225597382e-02
4.440569505095481873e-02,5.569449439644813538e-02,4.925995469093322754e-01,1.868843659758567810e-02
4.404766857624053955e-02,5.551230907440185547e-02,1.667994260787963867e-02,2.195357531309127808e-02
4.462903738021850586e-02,5.551230907440185547e-02,1.611741445958614349e-02,7.722497452050447464e-03
4.700690880417823792e-02,5.204165726900100708e-02,2.475159168243408203e-01,2.070510759949684143e-02
5.634526163339614868e-02,4.755299538373947144e-02,2.178000807762145996e-01,9.868031367659568787e-03
5.479463189840316772e-02,5.095291882753372192e-02,2.609001845121383667e-02,1.601901650428771973e-02
5.595044046640396118e-02,5.267942696809768677e-02,1.150088012218475342e-02,1.734694465994834900e-02
5.033093690872192383e-02,5.585136637091636658e-02,1.084580272436141968e-01,1.799133978784084320e-02
5.737748742103576660e-02,5.585136637091636658e-02,1.683534532785415649e-01,1.704903878271579742e-02
5.189424380660057068e-02,5.649193376302719116e-02,7.260572314262390137e-01,4.774995520710945129e-02
4.956432804465293884e-02,5.269635096192359924e-02,6.636332273483276367e-01,1.906097680330276489e-02
4.861039668321609497e-02,4.980174079537391663e-02,7.011649012565612793e-01,7.160378992557525635e-02
4.626696184277534485e-02,5.678804963827133179e-02,8.123635649681091309e-01,1.725963316857814789e-02
4.626696184277534485e-02,5.228861421346664429e-02,8.779591917991638184e-01,1.534734666347503662e-01
4.999219998717308044e-02,5.027184635400772095e-02,9.376239776611328125e-01,1.235383562743663788e-02
5.482105910778045654e-02,5.462635308504104614e-02,8.976492881774902344e-01,2.470368891954421997e-02
5.727450549602508545e-02,4.814139008522033691e-02,6.658570170402526855e-01,9.468264877796173096e-03
5.861864984035491943e-02,5.159177258610725403e-02,3.585784137248992920e-01,2.687390893697738647e-03
6.581186503171920776e-02,5.058896914124488831e-02,6.166414618492126465e-01,1.378749683499336243e-02
7.142966985702514648e-02,5.115703493356704712e-02,6.900185346603393555e-01,2.535125985741615295e-02
7.409735769033432007e-02,5.662447214126586914e-02,2.901419438421726227e-02,1.828198879957199097e-02
6.477818638086318970e-02,6.068754196166992188e-02,3.015803173184394836e-03,1.424834411591291428e-02
6.720627099275588989e-02,6.140040233731269836e-02,1.358084846287965775e-04,2.846342623233795166e-01
6.217833980917930603e-02,6.641721725463867188e-02,4.971644739271141589e-05,5.339564383029937744e-02
6.324329972267150879e-02,6.131809577345848083e-02,4.892361903330311179e-05,2.186950296163558960e-02
6.488499790430068970e-02,6.413967907428741455e-02,8.404767140746116638e-05,4.044749587774276733e-02
6.548336148262023926e-02,6.521746516227722168e-02,7.078722410369664431e-05,1.028890721499919891e-02
5.964121222496032715e-02,6.135421246290206909e-02,1.953507889993488789e-04,8.930041454732418060e-03
5.934631824493408203e-02,5.880040675401687622e-02,6.728233397006988525e-02,8.296862244606018066e-03
5.601307749748229980e-02,6.105843186378479004e-02,3.509400412440299988e-04,3.865410387516021729e-02
5.340829864144325256e-02,5.947986245155334473e-02,4.589229865814559162e-05,2.872986346483230591e-02
5.862357467412948608e-02,5.478139966726303101e-02,1.877195063570979983e-05,9.258227422833442688e-03
5.645204707980155945e-02,4.756640642881393433e-02,6.907340775796910748e-06,2.557699196040630341e-02
5.761689692735671997e-02,4.855154454708099365e-02,4.089908907189965248e-05,6.028735265135765076e-02
5.796417593955993652e-02,4.855154454708099365e-02,5.806195549666881561e-04,5.410006269812583923e-02
6.091352924704551697e-02,5.056127905845642090e-02,5.086688324809074402e-04,3.500863164663314819e-02
5.552131682634353638e-02,5.476492643356323242e-02,4.256429383531212807e-05,3.348184376955032349e-02
5.799554288387298584e-02,5.848716199398040771e-02,3.574182119336910546e-05,5.225063487887382507e-02
6.348219513893127441e-02,5.665712803602218628e-02,6.011787263560108840e-07,3.017811663448810577e-02
5.986260622739791870e-02,5.970246717333793640e-02,1.659783151808369439e-06,1.253013033419847488e-02
6.244368478655815125e-02,5.970246717333793640e-02,1.266333356397808529e-06,1.303313579410314560e-02
6.244368478655815125e-02,5.920516327023506165e-02,3.540552597769419663e-07,2.356813848018646240e-02
6.388805061578750610e-02,5.570165440440177917e-02,5.214851661605734989e-09,1.315751858055591583e-02
6.214817613363265991e-02,5.637420713901519775e-02,1.681386763152659114e-08,2.612635865807533264e-02
