# p14_a1_post, p14_a10_post, p14_a1_prior, p14_a10_post
4.028669372200965881e-02,3.483580797910690308e-02,6.334410613817453850e-07,3.620284609496593475e-03
3.977788239717483521e-02,3.696412220597267151e-02,3.236978272980195470e-06,1.325990189798176289e-03
3.545805439352989197e-02,3.431221097707748413e-02,7.589800929963530507e-07,1.648600096814334393e-03
3.278628736734390259e-02,3.410077095031738281e-02,1.047849582391791046e-05,8.408176712691783905e-03
3.525674343109130859e-02,3.326371312141418457e-02,2.797929937514709309e-06,1.522691687569022179e-03
3.497526794672012329e-02,3.127294778823852539e-02,6.167178412397333886e-07,1.655086991377174854e-03
3.390453383326530457e-02,2.954807132482528687e-02,9.722817395640959148e-08,1.072261831723153591e-03
3.239474073052406311e-02,3.444342687726020813e-02,7.626283036188397091e-07,1.413480611518025398e-03
3.090274892747402191e-02,3.532913327217102051e-02,2.716693074944487307e-07,3.865389226120896637e-05
3.244709223508834839e-02,3.907819464802742004e-02,1.054245421983068809e-05,1.653930731117725372e-02
3.399135172367095947e-02,4.446664452552795410e-02,3.419222139200428501e-06,1.357393339276313782e-03
3.841693326830863953e-02,4.300566017627716064e-02,4.080436701769940555e-05,6.524838507175445557e-03
4.563780501484870911e-02,4.173687100410461426e-02,5.841090114699909464e-06,1.297854539006948471e-02
5.064141750335693359e-02,3.682750090956687927e-02,1.342091945844003931e-05,2.755594998598098755e-02
5.047781765460968018e-02,3.624248132109642029e-02,8.685979992151260376e-06,5.986009910702705383e-02
4.970997199416160583e-02,3.989672660827636719e-02,1.412544605727816815e-07,1.194154564291238785e-02
4.551143199205398560e-02,3.944009542465209961e-02,9.593355798642733134e-07,1.041198149323463440e-02
5.084197223186492920e-02,3.350756689906120300e-02,1.344152451565605588e-06,7.557276170700788498e-03
5.504052713513374329e-02,3.252637013792991638e-02,2.689620828277838882e-07,1.340394839644432068e-02
5.655974149703979492e-02,3.252637013792991638e-02,3.958427896577632055e-06,2.360817044973373413e-02
6.063181906938552856e-02,3.061109967529773712e-02,1.025771098284167238e-06,6.184419244527816772e-02
6.426919996738433838e-02,3.251466900110244751e-02,5.495519985743158031e-07,2.391712516546249390e-01
5.822066217660903931e-02,3.161686286330223083e-02,7.223937700473470613e-06,7.816702127456665039e-02
5.772004276514053345e-02,3.311724588274955750e-02,3.255688352510333061e-05,5.703119561076164246e-02
6.108422949910163879e-02,3.701876476407051086e-02,1.143570329986687284e-06,1.513970643281936646e-01
6.537333875894546509e-02,3.457737714052200317e-02,3.400738351047039032e-04,2.020230591297149658e-01
6.668826937675476074e-02,3.224977105855941772e-02,7.131753227440640330e-05,3.197184950113296509e-02
6.378667801618576050e-02,2.875228971242904663e-02,4.459223418962210417e-05,1.708321832120418549e-02
5.209998041391372681e-02,2.944499254226684570e-02,2.992253575939685106e-05,5.540980026125907898e-03
5.039283633232116699e-02,3.130090609192848206e-02,2.033870805462356657e-05,2.469793194904923439e-03
4.655642062425613403e-02,3.276453167200088501e-02,3.936360371881164610e-06,1.087982673197984695e-02
4.417437314987182617e-02,3.235706686973571777e-02,6.847548661426117178e-07,1.103942468762397766e-02
4.608795046806335449e-02,2.689919620752334595e-02,1.697124730526411440e-06,1.437623985111713409e-03
4.910292476415634155e-02,2.689919620752334595e-02,1.015712041407823563e-05,2.234759740531444550e-03
5.306259170174598694e-02,2.701009623706340790e-02,2.972056336147943512e-06,1.372555037960410118e-03
5.600256100296974182e-02,2.638102695345878601e-02,1.877538920780352782e-06,5.666799843311309814e-03
5.165138095617294312e-02,2.432104200124740601e-02,3.419728045628289692e-06,3.125271061435341835e-03
5.569848418235778809e-02,2.419705316424369812e-02,3.053951513720676303e-05,2.987054176628589630e-03
6.031736731529235840e-02,2.510432898998260498e-02,1.591012929566204548e-03,8.524506120011210442e-04
5.762706696987152100e-02,2.805897593498229980e-02,1.269242347916588187e-04,4.977971315383911133e-03
5.293279886245727539e-02,2.781854011118412018e-02,2.332854055566713214e-04,7.466943468898534775e-03
5.708845704793930054e-02,2.625202015042304993e-02,4.875730519415810704e-05,1.037994632497429848e-03
5.809773504734039307e-02,2.383350394666194916e-02,7.625938451383262873e-05,2.727126469835639000e-03
5.385493114590644836e-02,2.300537377595901489e-02,2.804403493428253569e-06,1.152936462312936783e-02
6.049851328134536743e-02,2.337326481938362122e-02,9.764125024958048016e-06,2.582338172942399979e-03
6.551886349916458130e-02,2.272743731737136841e-02,7.456758794432971627e-06,1.521645230241119862e-03
4.842232912778854370e-02,2.505201660096645355e-02,1.077765136869857088e-05,6.518459413200616837e-03
4.726397246122360229e-02,2.274479158222675323e-02,5.228926625022722874e-07,1.085042208433151245e-02
4.729799926280975342e-02,2.046494185924530029e-02,2.375659891029613391e-09,1.199961379170417786e-01
5.479118227958679199e-02,2.119732648134231567e-02,7.269294888256894183e-11,5.516023561358451843e-02
5.395437031984329224e-02,2.127449214458465576e-02,4.263305264373684622e-09,2.565163746476173401e-02
5.466257780790328979e-02,1.980931498110294342e-02,4.092377992037654622e-09,1.430820673704147339e-01
4.950813204050064087e-02,1.869518682360649109e-02,2.635923701532760788e-09,9.060776233673095703e-02
4.555341973900794983e-02,1.854876615107059479e-02,4.279591792055725818e-09,6.644272059202194214e-02
4.086834937334060669e-02,1.791232079267501831e-02,1.550359307600501779e-08,4.712301120162010193e-02
3.651819378137588501e-02,1.862378045916557312e-02,7.010992897349410669e-10,1.222327165305614471e-02
3.648820146918296814e-02,1.911712624132633209e-02,3.256572567167381749e-09,8.239696733653545380e-03
4.016437754034996033e-02,1.820257678627967834e-02,4.306827339206620309e-09,1.977300345897674561e-01
3.947144001722335815e-02,1.819162815809249878e-02,1.302150991477901698e-07,4.686725139617919922e-02
3.827407583594322205e-02,1.939583010971546173e-02,4.882512616433132280e-09,2.255403809249401093e-02
3.799607604742050171e-02,1.906733587384223938e-02,2.981625613074356806e-08,9.578492492437362671e-03
3.639155253767967224e-02,1.812065020203590393e-02,2.782339159068669687e-08,2.872385084629058838e-03
3.894208744168281555e-02,2.003710158169269562e-02,3.063912679124314309e-09,1.309153041802346706e-03
3.894208744168281555e-02,2.231415733695030212e-02,2.206053117959072551e-08,4.957033321261405945e-03
3.536135703325271606e-02,2.133513614535331726e-02,1.197138943531683708e-09,6.636039353907108307e-03
3.562634810805320740e-02,2.488317713141441345e-02,4.776164885811340355e-08,2.560000633820891380e-03
3.527884185314178467e-02,2.802745625376701355e-02,5.962759587418986484e-06,5.264158360660076141e-03
3.255529701709747314e-02,2.870148420333862305e-02,6.371774219360304414e-08,7.946130936034023762e-04
3.197325766086578369e-02,2.870148420333862305e-02,2.486624907760415226e-06,9.760677348822355270e-04
2.997350133955478668e-02,3.109812550246715546e-02,3.778419852551451186e-07,3.890150401275604963e-04
3.216629475355148315e-02,3.477682545781135559e-02,1.465535206079948694e-06,2.388928842265158892e-04
3.447258099913597107e-02,3.487521782517433167e-02,6.867336196592077613e-06,2.234123181551694870e-03
3.536512702703475952e-02,3.769353777170181274e-02,1.425388973075314425e-06,2.714296570047736168e-03
3.932651132345199585e-02,4.165993630886077881e-02,8.111228311236118316e-08,4.844113718718290329e-03
3.705525770783424377e-02,3.902074322104454041e-02,1.996824494199245237e-06,2.776676788926124573e-03
3.528661653399467468e-02,4.013380408287048340e-02,1.666195288407834596e-07,3.174577653408050537e-02
3.358862549066543579e-02,3.733745962381362915e-02,9.430515319763799198e-07,3.271868452429771423e-03
3.828460350632667542e-02,3.930883854627609253e-02,9.628133739170152694e-07,1.205912209115922451e-03
3.699964657425880432e-02,3.701616078615188599e-02,3.147881386666995240e-07,1.538566430099308491e-03
3.344534337520599365e-02,3.785734996199607849e-02,9.773511777666499256e-08,1.261234469711780548e-02
3.255643695592880249e-02,3.785734996199607849e-02,7.347530868173635099e-07,8.217992261052131653e-03
2.910311892628669739e-02,3.538974747061729431e-02,4.730447926704073325e-06,2.285884320735931396e-02
3.525751829147338867e-02,2.949350886046886444e-02,1.853617723099887371e-04,1.473538577556610107e-02
3.680041804909706116e-02,2.949392050504684448e-02,3.110251054749824107e-05,2.174965664744377136e-02
3.260081633925437927e-02,3.697257488965988159e-02,3.226736589567735791e-05,1.198768522590398788e-02
3.302271291613578796e-02,3.458342328667640686e-02,3.851554993161698803e-06,3.953673876821994781e-03
3.128805011510848999e-02,3.355832025408744812e-02,1.374227940686978400e-05,6.617050967179238796e-04
3.403999283909797668e-02,3.212722018361091614e-02,9.188950934913009405e-05,3.791402094066143036e-03
3.123809024691581726e-02,3.299459815025329590e-02,4.909538347419584170e-06,6.967642810195684433e-03
3.331211581826210022e-02,3.322187811136245728e-02,1.349731028312817216e-04,1.238331198692321777e-02
3.090345859527587891e-02,3.114490956068038940e-02,6.260551745072007179e-04,3.133584931492805481e-02
3.256166353821754456e-02,3.473531082272529602e-02,1.067012926796451211e-04,4.747773520648479462e-03
3.786185011267662048e-02,3.779856488108634949e-02,6.213892629602923989e-05,1.025171764194965363e-02
3.654260933399200439e-02,4.022784903645515442e-02,9.855802636593580246e-04,1.217623613774776459e-02
3.795693814754486084e-02,4.213334619998931885e-02,1.162092667073011398e-03,1.032242737710475922e-02
3.631892800331115723e-02,4.213334619998931885e-02,3.992764104623347521e-04,3.164187073707580566e-03
3.493001312017440796e-02,4.213334619998931885e-02,6.807554746046662331e-04,5.659982562065124512e-04
3.546898812055587769e-02,4.634910076856613159e-02,1.204454107210040092e-03,1.593762426637113094e-03
3.214256092905998230e-02,5.020855739712715149e-02,1.487759072915650904e-05,1.202387036755681038e-03
3.557941317558288574e-02,5.020855739712715149e-02,2.711466606797330314e-07,1.996649429202079773e-03
3.761421144008636475e-02,4.850077629089355469e-02,5.513699079529033042e-07,2.640928141772747040e-02
4.305372387170791626e-02,5.324581265449523926e-02,1.052523384714731947e-05,3.416142612695693970e-02
4.031563550233840942e-02,5.358446389436721802e-02,4.267116310074925423e-06,5.787521600723266602e-02
4.478526115417480469e-02,4.944878071546554565e-02,6.070621111575746909e-06,1.201720684766769409e-01
4.718418046832084656e-02,4.438078403472900391e-02,5.261616138341196347e-07,2.309249714016914368e-02
4.322173446416854858e-02,4.076549410820007324e-02,1.449785395379876718e-05,1.181520754471421242e-03
4.322173446416854858e-02,3.915693610906600952e-02,5.965137825114652514e-05,1.182652893476188183e-03
3.952475264668464661e-02,3.150445595383644104e-02,2.048584246949758381e-05,3.810482739936560392e-04
3.906138241291046143e-02,3.207376226782798767e-02,2.492660132702440023e-05,8.939357940107584000e-04
3.941525518894195557e-02,3.441911190748214722e-02,2.641671562741976231e-05,5.326485261321067810e-04
4.500411450862884521e-02,3.254465758800506592e-02,6.216065958142280579e-04,3.623672761023044586e-03
4.361875355243682861e-02,3.115763515233993530e-02,7.064711535349488258e-04,2.194404974579811096e-02
4.202105104923248291e-02,3.535131365060806274e-02,2.090206107823178172e-04,7.545923814177513123e-03
4.143603146076202393e-02,3.211438655853271484e-02,1.202524435939267278e-04,4.118988756090402603e-03
4.573206976056098938e-02,3.248462826013565063e-02,7.879871991463005543e-04,2.592107048258185387e-03
4.625822603702545166e-02,3.113402985036373138e-02,3.861821955069899559e-03,4.959136713296175003e-04
4.514743387699127197e-02,3.215956687927246094e-02,1.012607361190021038e-03,6.845958705525845289e-05
4.249895364046096802e-02,3.124220296740531921e-02,3.834653180092573166e-04,8.433607581537216902e-05
4.272654652595520020e-02,2.938508614897727966e-02,4.369759335531853139e-05,2.637916186358779669e-04
5.368161946535110474e-02,2.964963763952255249e-02,3.499413651297800243e-05,1.046807956299744546e-04
5.701030045747756958e-02,3.376648575067520142e-02,7.862777565605938435e-04,1.785844324331264943e-05
4.545072093605995178e-02,3.715623915195465088e-02,5.550085566937923431e-03,7.205608199001289904e-06
4.211044311523437500e-02,3.586062043905258179e-02,9.656447218731045723e-05,3.062768519157543778e-05
4.211044311523437500e-02,3.695426136255264282e-02,3.401144640520215034e-03,8.812204760033637285e-05
4.193297028541564941e-02,3.851661086082458496e-02,3.545356448739767075e-04,3.878634379361756146e-05
4.288522899150848389e-02,4.137448966503143311e-02,7.864170765969902277e-05,2.390186091361101717e-05
4.799208417534828186e-02,4.135887324810028076e-02,5.511212748388061300e-06,2.736623864620923996e-04
4.750185832381248474e-02,3.742194175720214844e-02,4.727338091470301151e-04,9.975456487154588103e-05
4.536549374461174011e-02,3.876177221536636353e-02,1.311036612605676055e-04,2.612903190311044455e-04
4.219458997249603271e-02,3.833779320120811462e-02,2.929766487795859575e-04,1.843356149038299918e-04
4.478093981742858887e-02,4.287896305322647095e-02,1.891838968731462955e-03,1.253047375939786434e-04
